id,text,url,death_date,name,age,nationality,cause,description,votes,sortorder,article_length,versions,editors,inbound_links
10744,"Fred Hellerman, 89, American folk singer (The Weavers), guitarist, producer and songwriter.[3]",https://en.wikipedia.org/wiki/Fred_Hellerman,2016-09-01 00:00:00,Fred Hellerman,89.0,American,," folk singer (The Weavers), guitarist, producer and songwriter",0,0,1948,89,55,88
10745,"Kerson Huang, 88, Chinese-born American theoretical physicist.[4]",https://en.wikipedia.org/wiki/Kerson_Huang,2016-09-01 00:00:00,Kerson Huang,88.0,Chinese-born American,, theoretical physicist,0,0,1216,107,63,29
10746,"Ruth Hubbard, 92, Austrian-born American biologist.[5]",https://en.wikipedia.org/wiki/Ruth_Hubbard,2016-09-01 00:00:00,Ruth Hubbard,92.0,Austrian-born American,, biologist,0,0,7935,139,53,46
10747,"Kacey Jones, 66, American singer-songwriter (""I'm the One Mama Warned You About""), producer and humorist, cancer.[6]",https://en.wikipedia.org/wiki/Kacey_Jones,2016-09-01 00:00:00,Kacey Jones,66.0,American,cancer," singer-songwriter (""I'm the One Mama Warned You About"") producer and humorist",0,0,3544,100,47,40
10748,"Len Maddocks, 90, Australian cricketer.[7]",https://en.wikipedia.org/wiki/Len_Maddocks,2016-09-01 00:00:00,Len Maddocks,90.0,Australian,, cricketer,0,0,1142,62,43,47
10749,"Leif Mæhle, 89, Norwegian literary historian.[8]",https://en.wikipedia.org/wiki/Leif_M%C3%A6hle,2016-09-01 00:00:00,Leif Mæhle,89.0,Norwegian,, literary historian,0,0,683,5,4,6
10750,"William Ole Ntimama, 88, Kenyan politician, MP (2007–2014).[9]",https://en.wikipedia.org/wiki/William_Ole_Ntimama,2016-09-01 00:00:00,William Ole Ntimama,88.0,Kenyan,," politician, MP (2007–2014)",0,0,1268,58,36,16
10751,"Jon Polito, 65, American actor (Miller's Crossing, The Rocketeer, Homicide: Life on the Street), multiple myeloma.[10]",https://en.wikipedia.org/wiki/Jon_Polito,2016-09-01 00:00:00,Jon Polito,65.0,American,multiple myeloma, actor (Miller's Crossing The Rocketeer Homicide: Life on the Street),0,0,4293,371,219,214
10752,"Emilio Prini, 73, Italian artist.[11]",https://en.wikipedia.org/wiki/Emilio_Prini,2016-09-01 00:00:00,Emilio Prini,73.0,Italian,, artist,0,0,1252,27,14,19
10753,"Frans ten Bos, 79, British rugby union player (Scotland).[12]",https://en.wikipedia.org/wiki/Frans_ten_Bos,2016-09-01 00:00:00,Frans ten Bos,79.0,British,, rugby union player (Scotland),0,0,1785,47,20,32
10754,"Nalinidhar Bhattacharya, 94, Indian poet and literary critic.[13]",https://en.wikipedia.org/wiki/Nalinidhar_Bhattacharya,2016-09-02 00:00:00,Nalinidhar Bhattacharya,94.0,Indian,, poet and literary critic,0,0,1685,54,32,12
10755,"Neville Crowe, 79, Australian footballer.[14]",https://en.wikipedia.org/wiki/Neville_Crowe,2016-09-02 00:00:00,Neville Crowe,79.0,Australian,, footballer,0,0,1181,56,34,127
10756,"Gary D., 52, German trance producer and DJ, pulmonary embolism.[15]",https://en.wikipedia.org/wiki/Gary_D.,2016-09-02 00:00:00,Gary D.,52.0,German,pulmonary embolism, trance producer and DJ,0,0,1760,61,41,18
10757,"Blackie Gejeian, 90, American race car driver and hot rod builder.[16]",https://en.wikipedia.org/wiki/Blackie_Gejeian,2016-09-02 00:00:00,Blackie Gejeian,90.0,American,, race car driver and hot rod builder,0,0,3953,21,12,40
10758,"Jerry Heller, 75, American music manager (N.W.A).[17]",https://en.wikipedia.org/wiki/Jerry_Heller,2016-09-02 00:00:00,Jerry Heller,75.0,American,, music manager (N.W.A),0,0,10024,727,442,169
10759,"John Hostetter, 69, American actor (Murphy Brown, G.I. Joe: A Real American Hero, Heartbreak Ridge), complications from cancer.[18]",https://en.wikipedia.org/wiki/John_Hostetter,2016-09-02 00:00:00,John Hostetter,69.0,American,complications from cancer, actor (Murphy Brown G.I. Joe: A Real American Hero Heartbreak Ridge),0,0,2048,10,7,28
10760,"Islam Karimov, 78, Uzbek politician, President (since 1990), stroke.[19]",https://en.wikipedia.org/wiki/Islam_Karimov,2016-09-02 00:00:00,Islam Karimov,78.0,Uzbek,stroke, politician President (since 1990),1,111,23814,1599,766,495
10761,"Gerald Lehner, 48, Austrian football referee.[20]",https://en.wikipedia.org/wiki/Gerald_Lehner_(referee),2016-09-02 00:00:00,Gerald Lehner,48.0,Austrian,, football referee,0,0,393,20,14,53
10762,"Don Minnick, 85, American baseball player (Washington Senators).[21]",https://en.wikipedia.org/wiki/Don_Minnick,2016-09-02 00:00:00,Don Minnick,85.0,American,, baseball player (Washington Senators),0,0,171,15,12,16
10763,"Margrit Mondavi, 91, Swiss-born American businesswoman, Vice President of Cultural Affairs at Robert Mondavi Winery.[22]",https://en.wikipedia.org/wiki/Margrit_Mondavi,2016-09-02 00:00:00,Margrit Mondavi,91.0,Swiss-born American,," businesswoman, Vice President of Cultural Affairs at Robert Mondavi Winery",0,0,4557,160,46,30
10764,"David Morgan, 56, Northern Irish television presenter and journalist.[23]",https://en.wikipedia.org/wiki/David_Morgan_(journalist),2016-09-02 00:00:00,David Morgan,56.0,Northern Irish,, television presenter and journalist,0,0,362,34,23,13
10765,"Antonina Seredina, 87, Soviet Russian sprint canoeist, Olympic champion (1960).[24]",https://en.wikipedia.org/wiki/Antonina_Seredina,2016-09-02 00:00:00,Antonina Seredina,87.0,Soviet Russian,," sprint canoeist, Olympic champion (1960)",0,0,445,49,28,141
10766,"Joseph Whitney, 87, British-born Canadian geographer.[25]",https://en.wikipedia.org/wiki/Joseph_Whitney,2016-09-02 00:00:00,Joseph Whitney,87.0,British-born Canadian,, geographer,0,0,825,10,4,4
10767,"Daniel Willems, 60, Belgian Olympic cyclist (1976).[26]",https://en.wikipedia.org/wiki/Daniel_Willems,2016-09-02 00:00:00,Daniel Willems,60.0,Belgian,, Olympic cyclist (1976),0,0,202,55,39,47
10768,"Charles Wilson, 85, Australian rugby union player.[27]",https://en.wikipedia.org/wiki/Charles_Wilson_(rugby_player),2016-09-02 00:00:00,Charles Wilson,85.0,Australian,, rugby union player,0,0,3600,1,1,28
10769,"Eileen Younghusband, 95, British World War II officer and author.[28]",https://en.wikipedia.org/wiki/Eileen_Younghusband_(WAAF_officer),2016-09-02 00:00:00,Eileen Younghusband,95.0,British,, World War II officer and author,0,0,3686,154,62,35
10770,"Jack Aiken, 98, Australian politician.[29]",https://en.wikipedia.org/wiki/Jack_Aiken,2016-09-03 00:00:00,Jack Aiken,98.0,Australian,, politician,0,0,956,11,7,14
10771,"Mir Quasem Ali, 63, Bangladeshi businessman, politician and war criminal, execution by hanging.[30]",https://en.wikipedia.org/wiki/Mir_Quasem_Ali,2016-09-03 00:00:00,Mir Quasem Ali,63.0,Bangladeshi,execution by hanging, businessman politician and war criminal,0,0,5855,169,63,16
10772,"Maria Isabel Barreno, 77, Portuguese writer.[31]",https://en.wikipedia.org/wiki/Maria_Isabel_Barreno,2016-09-03 00:00:00,Maria Isabel Barreno,77.0,Portuguese,, writer,0,0,577,19,13,12
10773,"Kalthoum Bornaz, 71, Tunisian screenwriter, film editor and director.[32]",https://en.wikipedia.org/wiki/Kalthoum_Bornaz,2016-09-03 00:00:00,Kalthoum Bornaz,71.0,Tunisian,," screenwriter, film editor and director",0,0,3325,37,15,9
10774,"Jane Brick, 74, Swedish journalist, brain tumor.[33]",https://en.wikipedia.org/wiki/Jane_Brick,2016-09-03 00:00:00,Jane Brick,74.0,Swedish,brain tumor, journalist,0,0,447,11,8,3
10775,"Carlos Bulgheroni, 71, Argentine businessman, CEO of Bridas.[34]",https://en.wikipedia.org/wiki/Carlos_Bulgheroni,2016-09-03 00:00:00,Carlos Bulgheroni,71.0,Argentine,," businessman, CEO of Bridas",0,0,3706,45,30,19
10776,"Claudio Olinto de Carvalho, 74, Brazilian football player and coach (Cagliari).[35]",https://en.wikipedia.org/wiki/Claudio_Olinto_de_Carvalho,2016-09-03 00:00:00,Claudio Olinto de Carvalho,74.0,Brazilian,, football player and coach (Cagliari),0,0,225,33,27,36
10777,"Anna Dewdney, 50, American children's author and illustrator, brain cancer.[36]",https://en.wikipedia.org/wiki/Anna_Dewdney,2016-09-03 00:00:00,Anna Dewdney,50.0,American,brain cancer, children's author and illustrator,0,0,4041,102,43,18
10778,"John W. Drummond, 96, American politician, member of the South Carolina Senate (1966–2008).[37]",https://en.wikipedia.org/wiki/John_W._Drummond,2016-09-03 00:00:00,John W. Drummond,96.0,American,," politician, member of the South Carolina Senate (1966–2008)",0,0,460,32,22,11
10779,"Albert Hofstede, 75, American politician, Mayor of Minneapolis (1974–1975, 1978–1979), respiratory illness.[38]",https://en.wikipedia.org/wiki/Albert_Hofstede,2016-09-03 00:00:00,Albert Hofstede,75.0,American,respiratory illness, politician Mayor of Minneapolis (1974–1975 1978–1979),0,0,1836,54,29,29
10780,"Jaakko Kolmonen, 75, Finnish chef.[39]",https://en.wikipedia.org/wiki/Jaakko_Kolmonen,2016-09-03 00:00:00,Jaakko Kolmonen,75.0,Finnish,, chef,0,0,472,34,23,12
10781,"Pran Kurup, 49, Indian entrepreneur and author.[40]",https://en.wikipedia.org/wiki/Pran_Kurup,2016-09-03 00:00:00,Pran Kurup,49.0,Indian,, entrepreneur and author,0,0,1282,20,5,5
10782,"Norman Kwong, 86, Canadian football player (Calgary Stampeders, Edmonton Eskimos) and politician, Lieutenant Governor of Alberta (2005–2010).[41]",https://en.wikipedia.org/wiki/Norman_Kwong,2016-09-03 00:00:00,Norman Kwong,86.0,Canadian,," football player (Calgary Stampeders, Edmonton Eskimos) and politician, Lieutenant Governor of Alberta (2005–2010)",0,0,4386,396,178,709
10783,"Leslie H. Martinson, 101, American film and television director (Batman: The Movie, CHiPs, Fantasy Island).[42]",https://en.wikipedia.org/wiki/Leslie_H._Martinson,2016-09-03 00:00:00,Leslie H. Martinson,101.0,American,," film and television director (Batman: The Movie, CHiPs, Fantasy Island)",0,0,1486,147,84,137
10784,"Fred McFarlane, 55, American songwriter (""Show Me Love"", ""Don't Wanna Go Home""), record producer and musician.[43]",https://en.wikipedia.org/wiki/Fred_McFarlane,2016-09-03 00:00:00,Fred McFarlane,55.0,American,," songwriter (""Show Me Love"", ""Don't Wanna Go Home""), record producer and musician",0,0,973,8,4,21
10785,"Dabney Montgomery, 93, American pilot (Tuskegee Airmen), bodyguard of Martin Luther King, Jr..[44]",https://en.wikipedia.org/wiki/Dabney_Montgomery,2016-09-03 00:00:00,Dabney Montgomery,93.0,American,," pilot (Tuskegee Airmen), bodyguard of Martin Luther King, Jr.",0,0,610,15,8,4
10786,"Jan Nilsen, 79, Norwegian footballer (Fredrikstad FK, national team).[45]",https://en.wikipedia.org/wiki/Jan_Nilsen,2016-09-03 00:00:00,Jan Nilsen,79.0,Norwegian,," footballer (Fredrikstad FK, national team)",0,0,370,10,4,6
10787,"Peter Oresick, 60, American poet.[46]",https://en.wikipedia.org/wiki/Peter_Oresick,2016-09-03 00:00:00,Peter Oresick,60.0,American,, poet,0,0,876,186,34,27
10788,"Johnny Rebel, 77, American country singer.[47]",https://en.wikipedia.org/wiki/Johnny_Rebel_(singer),2016-09-03 00:00:00,Johnny Rebel,77.0,American,, country singer,0,0,4269,1500,693,202
10789,"Vertamae Smart-Grosvenor, 79, American culinary anthropologist/griot, food writer and broadcaster on public media.[48]",https://en.wikipedia.org/wiki/Vertamae_Smart-Grosvenor,2016-09-03 00:00:00,Vertamae Smart-Grosvenor,79.0,American,," culinary anthropologist/griot, food writer and broadcaster on public media",0,0,10004,126,55,32
10790,"Jean-Christophe Yoccoz, 59, French mathematician.[49]",https://en.wikipedia.org/wiki/Jean-Christophe_Yoccoz,2016-09-03 00:00:00,Jean-Christophe Yoccoz,59.0,French,, mathematician,0,0,1471,132,84,120
10791,"Adam Bielański, 103, Polish chemist and professor.[50]",https://en.wikipedia.org/wiki/Adam_Biela%C5%84ski,2016-09-04 00:00:00,Adam Bielański,103.0,Polish,, chemist and professor,0,0,604,54,31,11
10792,"Bob Bissonnette, 35, Venezuelan-born Canadian singer, ice hockey player (Hull Olympiques, Acadie–Bathurst Titan) and baseball team owner (Québec Capitales), helicopter crash.[51]",https://en.wikipedia.org/wiki/Bob_Bissonnette,2016-09-04 00:00:00,Bob Bissonnette,35.0,Venezuelan-born Canadian,helicopter crash, singer ice hockey player (Hull Olympiques Acadie–Bathurst Titan) and baseball team owner (Québec Capitales),0,0,1531,52,6,4
10793,"Gintautas Iešmantas, 86, Lithuanian politician.[52]",https://en.wikipedia.org/wiki/Gintautas_Ie%C5%A1mantas,2016-09-04 00:00:00,Gintautas Iešmantas,86.0,Lithuanian,, politician,0,0,186,14,12,135
10794,"Zvonko Ivezić, 67, Serbian footballer (Vojvodina, Sochaux, RC Paris).[53]",https://en.wikipedia.org/wiki/Zvonko_Ivezi%C4%87,2016-09-04 00:00:00,Zvonko Ivezić,67.0,Serbian,," footballer (Vojvodina, Sochaux, RC Paris)",0,0,744,39,21,27
10795,"Peter Janich, 74, German philosopher, cancer.[54]",https://en.wikipedia.org/wiki/Peter_Janich,2016-09-04 00:00:00,Peter Janich,74.0,German,cancer, philosopher,0,0,939,37,21,13
10796,"David Jenkins, 91, English cleric and theologian, Bishop of Durham (1984–1994).[55]",https://en.wikipedia.org/wiki/David_Jenkins_(bishop),2016-09-04 00:00:00,David Jenkins,91.0,English,," cleric and theologian, Bishop of Durham (1984–1994)",0,0,5780,194,97,156
10797,"Klaus Katzur, 73, German swimmer, Olympic silver medalist (1972).[56]",https://en.wikipedia.org/wiki/Klaus_Katzur,2016-09-04 00:00:00,Klaus Katzur,73.0,German,," swimmer, Olympic silver medalist (1972)",0,0,454,30,16,121
10798,"Novella Matveyeva, 81, Russian poet and singer-songwriter.[57]",https://en.wikipedia.org/wiki/Novella_Matveyeva,2016-09-04 00:00:00,Novella Matveyeva,81.0,Russian,, poet and singer-songwriter,0,0,701,34,22,17
10799,"Richard Neville, 74, Australian writer and editor (Oz).[58]",https://en.wikipedia.org/wiki/Richard_Neville_(writer),2016-09-04 00:00:00,Richard Neville,74.0,Australian,, writer and editor (Oz),0,0,8500,177,77,157
10800,"Isidore Okpewho, 74, Nigerian novelist and critic.[59]",https://en.wikipedia.org/wiki/Isidore_Okpewho,2016-09-04 00:00:00,Isidore Okpewho,74.0,Nigerian,, novelist and critic,0,0,4830,57,20,27
10801,"Cyril C. Perera, 93, Sri Lankan author.[60]",https://en.wikipedia.org/wiki/Cyril_C._Perera,2016-09-04 00:00:00,Cyril C. Perera,93.0,Sri Lankan,, author,0,0,527,34,12,4
10802,"Clifford S. Perlman, 90, American businessman, CEO of Caesars Palace.[61]",https://en.wikipedia.org/wiki/Clifford_S._Perlman,2016-09-04 00:00:00,Clifford S. Perlman,90.0,American,," businessman, CEO of Caesars Palace",0,0,6120,81,45,25
10803,"Melvyn Pignon, 86, English field hockey player.[62]",https://en.wikipedia.org/wiki/Melvyn_Pignon,2016-09-04 00:00:00,Melvyn Pignon,86.0,English,, field hockey player,0,0,212,21,6,6
10804,"Clarence D. Rappleyea Jr., 82, American politician, member of the New York State Assembly (1973–1995).[63]",https://en.wikipedia.org/wiki/Clarence_D._Rappleyea_Jr.,2016-09-04 00:00:00,Clarence D. Rappleyea Jr.,82.0,American,," politician, member of the New York State Assembly (1973–1995)",0,0,1088,18,12,23
10805,"Zoran Šami, 67, Serbian politician, speaker at the Parliament of Serbia and Montenegro.[64]",https://en.wikipedia.org/wiki/Zoran_%C5%A0ami,2016-09-04 00:00:00,Zoran Šami,67.0,Serbian,," politician, speaker at the Parliament of Serbia and Montenegro",0,0,1424,49,39,13
10806,"Klaus Traube, 88, German mechanical engineer and anti-nuclear power activist.[65]",https://en.wikipedia.org/wiki/Klaus_Traube,2016-09-04 00:00:00,Klaus Traube,88.0,German,, mechanical engineer and anti-nuclear power activist,0,0,3082,71,43,45
10807,"Yang Jingnian, 107, Chinese economist.[66]",https://en.wikipedia.org/wiki/Yang_Jingnian,2016-09-04 00:00:00,Yang Jingnian,107.0,Chinese,, economist,0,0,8593,97,29,5
10808,"Arif Beg, 81, Indian politician, Bharatiya Janta Party leader.[67]",https://en.wikipedia.org/wiki/Arif_Beg,2016-09-05 00:00:00,Arif Beg,81.0,Indian,," politician, Bharatiya Janta Party leader",0,0,446,60,40,21
10809,"Gilbert Chapron, 83, French boxer, Olympic bronze medalist (1956).[68]",https://en.wikipedia.org/wiki/Gilbert_Chapron,2016-09-05 00:00:00,Gilbert Chapron,83.0,French,," boxer, Olympic bronze medalist (1956)",0,0,312,35,23,7
10810,"She'ar Yashuv Cohen, 88, Israeli chief rabbi of Haifa.[69]",https://en.wikipedia.org/wiki/She%27ar_Yashuv_Cohen,2016-09-05 00:00:00,She'ar Yashuv Cohen,88.0,Israeli,, chief rabbi of Haifa,0,0,10657,154,78,67
10811,"Duane Graveline, 85, American astronaut.[70]",https://en.wikipedia.org/wiki/Duane_Graveline,2016-09-05 00:00:00,Duane Graveline,85.0,American,, astronaut,0,0,6246,162,85,36
10812,"Jaroslav Jareš, 86, Czech football player and manager (Slavia Prague).[71]",https://en.wikipedia.org/wiki/Jaroslav_Jare%C5%A1,2016-09-05 00:00:00,Jaroslav Jareš,86.0,Czech,, football player and manager (Slavia Prague),0,0,681,31,18,54
10813,"Joe Hosteen Kellwood, 95, American World War II veteran, Navajo code talker.[72]",https://en.wikipedia.org/wiki/Joe_Hosteen_Kellwood,2016-09-05 00:00:00,Joe Hosteen Kellwood,95.0,American,," World War II veteran, Navajo code talker",0,0,497,14,6,37
10814,"George McLeod, 83, Scottish footballer.[73]","https://en.wikipedia.org/wiki/George_McLeod_(footballer,_born_1932)",2016-09-05 00:00:00,George McLeod,83.0,Scottish,, footballer,0,0,2723,17,5,13
10815,"Max Murray, 80, Scottish footballer (Rangers, West Bromwich Albion).[74]",https://en.wikipedia.org/wiki/Max_Murray,2016-09-05 00:00:00,Max Murray,80.0,Scottish,," footballer (Rangers, West Bromwich Albion)",0,0,907,66,40,34
10816,"Hugh O'Brian, 91, American actor (The Life and Legend of Wyatt Earp, The Shootist, Twins).[75]",https://en.wikipedia.org/wiki/Hugh_O%27Brian,2016-09-05 00:00:00,Hugh O'Brian,91.0,American,," actor (The Life and Legend of Wyatt Earp, The Shootist, Twins)",0,0,9102,405,219,322
10817,"Rudolph T. Randa, 76, American judge, U.S. District Court Judge for the Eastern District of Wisconsin (since 1992), brain cancer.[76]",https://en.wikipedia.org/wiki/Rudolph_T._Randa,2016-09-05 00:00:00,Rudolph T. Randa,76.0,American,brain cancer, judge U.S. District Court Judge for the Eastern District of Wisconsin (since 1992),0,0,7210,109,57,37
10818,"Donald Ranvaud, 62, Italian-born British journalist and film producer (The Constant Gardener, Central Station, City of God), heart attack.[77]",https://en.wikipedia.org/wiki/Donald_Ranvaud,2016-09-05 00:00:00,Donald Ranvaud,62.0,Italian-born British,heart attack, journalist and film producer (The Constant Gardener Central Station City of God),0,0,3134,94,36,19
10819,"Phyllis Schlafly, 92, American constitutional lawyer, conservative activist and author, cancer.[78]",https://en.wikipedia.org/wiki/Phyllis_Schlafly,2016-09-05 00:00:00,Phyllis Schlafly,92.0,American,cancer, constitutional lawyer conservative activist and author,3,101,19638,1916,855,533
10820,"Karl Schlechta, 94, Austrian football player and coach (Austria Wien, Sturm Graz, Rapid Wien).[79]",https://en.wikipedia.org/wiki/Karl_Schlechta,2016-09-05 00:00:00,Karl Schlechta,94.0,Austrian,," football player and coach (Austria Wien, Sturm Graz, Rapid Wien)",0,0,92,16,12,147
10821,"Lindsay Tuckett, 97, South African Test cricketer.[80]",https://en.wikipedia.org/wiki/Lindsay_Tuckett,2016-09-05 00:00:00,Lindsay Tuckett,97.0,South African,, Test cricketer,0,0,2095,41,29,25
